"","pilot_area","s_b","day_type","from","occupancy","rate","new_rate","03RD ST 400","03RD ST 300","02ND ST 500","03RD ST 500","BERRY ST 400","KING ST 100","BRYANT ST 500","HAWTHORNE ST 100","SOUTH PARK 100","TOWNSEND ST 0","BERRY ST 300","02ND ST 400","BRYANT ST 300","BRYANT ST 400","RITCH ST 300","SOUTH PARK 0","02ND ST 700","BRANNAN ST 200","TOWNSEND ST 200","BRANNAN ST 500","05TH ST 600","BRANNAN ST 300","BRANNAN ST 400","FOLSOM ST 600","03RD ST 700","MAIN ST 300","01ST ST 300","HARRISON ST 100","03RD ST 600","TOWNSEND ST 100","02ND ST 300","02ND ST 600","BERRY ST 200","HARRISON ST 500","SPEAR ST 300","BERRY ST 100","HARRISON ST 0","FOLSOM ST 500","FOLSOM ST 0","KING ST 200","TOWNSEND ST 300","04TH ST 500","04TH ST 600","SPEAR ST 400"
"68","South Embarcadero","HARRISON ST 100","Weekend","12:00 PM",69,"0.25","0.25","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"69","South Embarcadero","03RD ST 500","Weekday","3:00 PM",68,"1.75","1.75","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"70","South Embarcadero","03RD ST 600","Weekday","12:00 PM",68,"3.25","3.25","1","2","4","2.75","1","4.5","3","3","4.25","3.75","2","3.75","3","2.75","2.5","5.25","3.75","2.75","3.5","2.75","2","4.5","4.25","4.25","4.75","2","3.25","3.75","3.25","3.5","5.25","4.25","4","1.5","5.25","3.5","3","2.75","5.25","2.5","3","1.25","1.25","3.5"
"71","South Embarcadero","BRANNAN ST 500","Weekend","12:00 PM",68,"0.25","0.25","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"72","South Embarcadero","RITCH ST 300","Weekday","Open",68,"1.25","1.25","0.75","0.5","1","1","0.5","1.75","1.5","3.5","1","1.25","0.75","0.75","1.5","1.5","1.25","3.5","1.75","2","1.75","0.75","1.25","1.5","1.25","3.25","2.5","1.5","3.5","2.25","1.25","2.25","3.5","2","3.75","1.25","4.25","3.5","1.5","3.5","4","2.5","2.25","1.25","0.25","2.5"
"73","South Embarcadero","SOUTH PARK 100","Weekday","3:00 PM",68,"2.25","2.25","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"74","South Embarcadero","03RD ST 400","Weekend","12:00 PM",67,"0.25","0.25","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"75","South Embarcadero","03RD ST 700","Weekday","3:00 PM",67,"2.75","2.75","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"76","South Embarcadero","BRANNAN ST 400","Weekday","6:00 PM",67,"1","1","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.5","0","0.25","0.25","0.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"77","South Embarcadero","BRANNAN ST 400","Weekend","6:00 PM",67,"0.5","0.5","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.75","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"78","South Embarcadero","BRANNAN ST 500","Weekday","3:00 PM",67,"1.25","1.25","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"79","South Embarcadero","BRYANT ST 400","Weekday","3:00 PM",67,"1","1","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"80","South Embarcadero","BERRY ST 300","Weekend","3:00 PM",67,"3.5","3.5","0.25","1.25","2.25","0.25","1.75","2.5","0.25","0.5","0.25","2.5","3.5","0.25","0.25","0.25","1","2.75","3","0.25","4.5","0.25","0.25","0.25","0.5","1.5","4.25","1.25","3","0.5","0.25","3.25","0.5","0.5","4.25","0.25","2.25","3","1.5","1","1.25","2.75","2.25","1.25","0.75","2.5"
"81","South Embarcadero","RITCH ST 300","Weekend","6:00 PM",67,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.75","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"82","South Embarcadero","SOUTH PARK 0","Weekday","3:00 PM",67,"4.25","4.25","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"83","South Embarcadero","TOWNSEND ST 100","Weekend","6:00 PM",67,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.75","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"84","South Embarcadero","02ND ST 300","Weekend","12:00 PM",66,"0.75","0.75","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"85","South Embarcadero","03RD ST 700","Weekend","3:00 PM",66,"4.25","4.25","0.25","1.25","2.25","0.25","1.75","2.5","0.25","0.5","0.25","2.5","3.5","0.25","0.25","0.25","1","2.75","3","0.25","4.5","0.25","0.25","0.25","0.5","1.5","4.25","1.25","3","0.5","0.25","3.25","0.5","0.5","4.25","0.25","2.25","3","1.5","1","1.25","2.75","2.25","1.25","0.75","2.5"
"86","South Embarcadero","BERRY ST 300","Weekday","6:00 PM",66,"0.5","0.5","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.5","0","0.25","0.25","0.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"87","South Embarcadero","KING ST 100","Weekday","6:00 PM",66,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.5","0","0.25","0.25","0.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"88","South Embarcadero","KING ST 100","Weekend","3:00 PM",66,"2.5","2.5","0.25","1.25","2.25","0.25","1.75","2.5","0.25","0.5","0.25","2.5","3.5","0.25","0.25","0.25","1","2.75","3","0.25","4.5","0.25","0.25","0.25","0.5","1.5","4.25","1.25","3","0.5","0.25","3.25","0.5","0.5","4.25","0.25","2.25","3","1.5","1","1.25","2.75","2.25","1.25","0.75","2.5"
"89","South Embarcadero","MAIN ST 300","Weekday","12:00 PM",66,"2","2","1","2","4","2.75","1","4.5","3","3","4.25","3.75","2","3.75","3","2.75","2.5","5.25","3.75","2.75","3.5","2.75","2","4.5","4.25","4.25","4.75","2","3.25","3.75","3.25","3.5","5.25","4.25","4","1.5","5.25","3.5","3","2.75","5.25","2.5","3","1.25","1.25","3.5"
"90","South Embarcadero","MAIN ST 300","Weekday","3:00 PM",66,"4.25","4.25","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"91","South Embarcadero","TOWNSEND ST 200","Weekend","12:00 PM",66,"3.5","3.5","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"92","South Embarcadero","01ST ST 300","Weekend","3:00 PM",65,"3","3","0.25","1.25","2.25","0.25","1.75","2.5","0.25","0.5","0.25","2.5","3.5","0.25","0.25","0.25","1","2.75","3","0.25","4.5","0.25","0.25","0.25","0.5","1.5","4.25","1.25","3","0.5","0.25","3.25","0.5","0.5","4.25","0.25","2.25","3","1.5","1","1.25","2.75","2.25","1.25","0.75","2.5"
"93","South Embarcadero","02ND ST 700","Weekend","12:00 PM",65,"3.5","3.5","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"94","South Embarcadero","02ND ST 700","Weekend","3:00 PM",65,"3","3","0.25","1.25","2.25","0.25","1.75","2.5","0.25","0.5","0.25","2.5","3.5","0.25","0.25","0.25","1","2.75","3","0.25","4.5","0.25","0.25","0.25","0.5","1.5","4.25","1.25","3","0.5","0.25","3.25","0.5","0.5","4.25","0.25","2.25","3","1.5","1","1.25","2.75","2.25","1.25","0.75","2.5"
"95","South Embarcadero","BRANNAN ST 200","Weekday","12:00 PM",65,"2.75","2.75","1","2","4","2.75","1","4.5","3","3","4.25","3.75","2","3.75","3","2.75","2.5","5.25","3.75","2.75","3.5","2.75","2","4.5","4.25","4.25","4.75","2","3.25","3.75","3.25","3.5","5.25","4.25","4","1.5","5.25","3.5","3","2.75","5.25","2.5","3","1.25","1.25","3.5"
"96","South Embarcadero","BRANNAN ST 400","Weekday","3:00 PM",65,"3.5","3.5","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"97","South Embarcadero","BERRY ST 400","Weekday","3:00 PM",65,"1","1","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"98","South Embarcadero","HARRISON ST 100","Weekday","Open",65,"2.25","2.25","0.75","0.5","1","1","0.5","1.75","1.5","3.5","1","1.25","0.75","0.75","1.5","1.5","1.25","3.5","1.75","2","1.75","0.75","1.25","1.5","1.25","3.25","2.5","1.5","3.5","2.25","1.25","2.25","3.5","2","3.75","1.25","4.25","3.5","1.5","3.5","4","2.5","2.25","1.25","0.25","2.5"
"99","South Embarcadero","HARRISON ST 100","Weekday","12:00 PM",65,"3.75","3.75","1","2","4","2.75","1","4.5","3","3","4.25","3.75","2","3.75","3","2.75","2.5","5.25","3.75","2.75","3.5","2.75","2","4.5","4.25","4.25","4.75","2","3.25","3.75","3.25","3.5","5.25","4.25","4","1.5","5.25","3.5","3","2.75","5.25","2.5","3","1.25","1.25","3.5"
"100","South Embarcadero","TOWNSEND ST 200","Weekday","3:00 PM",65,"3.25","3.25","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"101","South Embarcadero","TOWNSEND ST 200","Weekend","Open",65,"1.25","1.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","2.75","2.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1","0.25","0.25","0.75","0.25","0.25","4.25","0.25","0.5","2.75","0.25","1","0.75","2.5","2.25","0.5","0.25","0.75"
"102","South Embarcadero","TOWNSEND ST 200","Weekend","3:00 PM",65,"4.5","4.5","0.25","1.25","2.25","0.25","1.75","2.5","0.25","0.5","0.25","2.5","3.5","0.25","0.25","0.25","1","2.75","3","0.25","4.5","0.25","0.25","0.25","0.5","1.5","4.25","1.25","3","0.5","0.25","3.25","0.5","0.5","4.25","0.25","2.25","3","1.5","1","1.25","2.75","2.25","1.25","0.75","2.5"
"103","South Embarcadero","02ND ST 300","Weekend","3:00 PM",64,"0.5","0.5","0.25","1.25","2.25","0.25","1.75","2.5","0.25","0.5","0.25","2.5","3.5","0.25","0.25","0.25","1","2.75","3","0.25","4.5","0.25","0.25","0.25","0.5","1.5","4.25","1.25","3","0.5","0.25","3.25","0.5","0.5","4.25","0.25","2.25","3","1.5","1","1.25","2.75","2.25","1.25","0.75","2.5"
"104","South Embarcadero","02ND ST 400","Weekday","3:00 PM",64,"3","3","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"105","South Embarcadero","BRANNAN ST 300","Weekday","3:00 PM",64,"2.5","2.5","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"106","South Embarcadero","BERRY ST 300","Weekend","12:00 PM",64,"2.25","2.25","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"107","South Embarcadero","FOLSOM ST 600","Weekday","3:00 PM",64,"3.5","3.5","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"108","South Embarcadero","TOWNSEND ST 0","Weekday","6:00 PM",64,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.5","0","0.25","0.25","0.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"109","South Embarcadero","TOWNSEND ST 100","Weekday","6:00 PM",64,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.5","0","0.25","0.25","0.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"110","South Embarcadero","02ND ST 600","Weekday","Open",63,"2","2","0.75","0.5","1","1","0.5","1.75","1.5","3.5","1","1.25","0.75","0.75","1.5","1.5","1.25","3.5","1.75","2","1.75","0.75","1.25","1.5","1.25","3.25","2.5","1.5","3.5","2.25","1.25","2.25","3.5","2","3.75","1.25","4.25","3.5","1.5","3.5","4","2.5","2.25","1.25","0.25","2.5"
"111","South Embarcadero","02ND ST 700","Weekday","6:00 PM",63,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.5","0","0.25","0.25","0.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"112","South Embarcadero","03RD ST 600","Weekday","3:00 PM",63,"2.5","2.5","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"113","South Embarcadero","03RD ST 700","Weekend","Open",63,"0.75","0.75","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","2.75","2.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1","0.25","0.25","0.75","0.25","0.25","4.25","0.25","0.5","2.75","0.25","1","0.75","2.5","2.25","0.5","0.25","0.75"
"114","South Embarcadero","BRANNAN ST 500","Weekday","6:00 PM",63,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.5","0","0.25","0.25","0.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.5","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"115","South Embarcadero","BERRY ST 200","Weekend","6:00 PM",63,"0.75","0.75","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.75","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"116","South Embarcadero","HARRISON ST 500","Weekday","12:00 PM",63,"1.5","1.5","1","2","4","2.75","1","4.5","3","3","4.25","3.75","2","3.75","3","2.75","2.5","5.25","3.75","2.75","3.5","2.75","2","4.5","4.25","4.25","4.75","2","3.25","3.75","3.25","3.5","5.25","4.25","4","1.5","5.25","3.5","3","2.75","5.25","2.5","3","1.25","1.25","3.5"
"117","South Embarcadero","TOWNSEND ST 200","Weekday","12:00 PM",63,"3.5","3.5","1","2","4","2.75","1","4.5","3","3","4.25","3.75","2","3.75","3","2.75","2.5","5.25","3.75","2.75","3.5","2.75","2","4.5","4.25","4.25","4.75","2","3.25","3.75","3.25","3.5","5.25","4.25","4","1.5","5.25","3.5","3","2.75","5.25","2.5","3","1.25","1.25","3.5"
"118","South Embarcadero","02ND ST 600","Weekday","12:00 PM",62,"4.25","4.25","1","2","4","2.75","1","4.5","3","3","4.25","3.75","2","3.75","3","2.75","2.5","5.25","3.75","2.75","3.5","2.75","2","4.5","4.25","4.25","4.75","2","3.25","3.75","3.25","3.5","5.25","4.25","4","1.5","5.25","3.5","3","2.75","5.25","2.5","3","1.25","1.25","3.5"
"119","South Embarcadero","03RD ST 600","Weekday","Open",62,"1.25","1.25","0.75","0.5","1","1","0.5","1.75","1.5","3.5","1","1.25","0.75","0.75","1.5","1.5","1.25","3.5","1.75","2","1.75","0.75","1.25","1.5","1.25","3.25","2.5","1.5","3.5","2.25","1.25","2.25","3.5","2","3.75","1.25","4.25","3.5","1.5","3.5","4","2.5","2.25","1.25","0.25","2.5"
"120","South Embarcadero","03RD ST 700","Weekday","Open",62,"2.5","2.5","0.75","0.5","1","1","0.5","1.75","1.5","3.5","1","1.25","0.75","0.75","1.5","1.5","1.25","3.5","1.75","2","1.75","0.75","1.25","1.5","1.25","3.25","2.5","1.5","3.5","2.25","1.25","2.25","3.5","2","3.75","1.25","4.25","3.5","1.5","3.5","4","2.5","2.25","1.25","0.25","2.5"
"121","South Embarcadero","BRANNAN ST 200","Weekday","Open",62,"2","2","0.75","0.5","1","1","0.5","1.75","1.5","3.5","1","1.25","0.75","0.75","1.5","1.5","1.25","3.5","1.75","2","1.75","0.75","1.25","1.5","1.25","3.25","2.5","1.5","3.5","2.25","1.25","2.25","3.5","2","3.75","1.25","4.25","3.5","1.5","3.5","4","2.5","2.25","1.25","0.25","2.5"
"122","South Embarcadero","BERRY ST 400","Weekend","Open",62,"0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","2.75","2.5","0.25","0.25","0.25","0.25","0.25","0.25","0.25","1.25","0.25","0.25","0.25","0.25","0.25","0.75","0.25","1","0.25","0.25","0.75","0.25","0.25","4.25","0.25","0.5","2.75","0.25","1","0.75","2.5","2.25","0.5","0.25","0.75"
"123","South Embarcadero","KING ST 100","Weekend","12:00 PM",62,"3","3","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"124","South Embarcadero","SPEAR ST 300","Weekday","3:00 PM",62,"5.25","5.25","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
"125","South Embarcadero","02ND ST 500","Weekend","12:00 PM",61,"3","3","0.25","0.75","3","0.25","1.25","3","0.25","0.5","1.25","3","2.25","0.25","0.25","0.25","1.25","3.5","3.5","0.25","3.5","0.25","0.25","0.25","0.5","1.25","3.75","0.75","1.5","0.25","0.25","3.5","0.75","1.25","4.25","0.25","2.5","3","2.75","1","2","2.75","2.25","1.25","0.25","2.75"
"126","South Embarcadero","BRANNAN ST 500","Weekend","6:00 PM",61,"0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25","0","0.25","0.25","0.75","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.5","0","0.75","0","0","0.25","0.25","0.25","0","0.25","0.75","0","0","0.25","0.25","0","0","0.25","0.25","0.25","0.25","0.25"
"127","South Embarcadero","HAWTHORNE ST 100","Weekday","3:00 PM",61,"2.25","2.25","1","2.75","3","1.75","1","3.75","1.25","2.25","2.25","2.75","0.5","3","1.25","1","2","4.25","1.25","1.5","3.25","1.25","0.5","2.5","3.5","3.5","2.75","4.25","1.5","3","2.5","2.75","4.5","2.5","4.25","0.25","5.25","3.5","3.75","2.75","4.25","2.5","2.5","1.25","0.75","3.5"
